WZ_CD,Emp_2011,Empl_SIC_A,Empl_SIC_B,Empl_SIC_C,Empl_SIC_D,Empl_SIC_E,Empl_SIC_F,Empl_SIC_G,Empl_SIC_H,Empl_SIC_I,Empl_SIC_J,Empl_SIC_K,Empl_SIC_L,Empl_SIC_M,Empl_SIC_N,Empl_SIC_O,Empl_SIC_P,Empl_SIC_Q,Empl_SIC_RS,Empl_SIC_T,Empl_SIC_U
E33031609,1961,1,1,30,0,0,38,145,12,41,207,866,13,132,430,5,7,6,25,0,2
E33031610,1448,0,0,10,0,0,26,33,6,96,50,826,53,102,54,12,50,36,94,0,0
E33031611,271,1,0,0,0,0,11,21,0,8,12,115,7,74,16,1,0,2,3,0,0
E33031612,418,0,0,3,0,0,14,6,4,6,35,122,17,139,32,3,8,22,7,0,0
E33031613,444,0,0,0,205,3,5,11,1,7,6,136,1,47,13,1,3,3,2,0,0
E33031614,1155,1,0,2,0,0,7,17,2,9,16,541,8,274,259,4,4,5,6,0,0
E33031615,933,1,2,4,0,3,8,19,9,25,14,31,2,756,34,3,5,6,11,0,0
E33031616,755,0,1,0,1,0,20,47,24,15,6,486,82,35,22,3,3,9,1,0,0
E33031617,502,0,0,9,1,1,3,44,4,67,5,40,2,257,15,2,11,27,14,0,0
E33031618,449,0,0,10,0,1,24,53,3,26,9,93,9,94,77,1,17,4,28,0,0
E33031619,303,0,1,32,0,0,3,15,36,6,2,173,2,18,5,1,2,1,6,0,0
E33031620,1796,0,2,4,1,0,18,17,1,11,29,1601,3,39,44,1,5,6,12,1,1
E33031621,390,0,0,2,0,0,9,8,1,45,6,73,6,57,43,2,5,60,73,0,0
E33031622,441,0,0,0,0,0,27,236,0,117,2,13,2,7,12,2,1,6,16,0,0
E33031623,1203,0,0,4,0,0,49,12,3,25,18,704,26,310,19,7,8,11,6,1,0
E33032173,260,0,0,3,0,0,4,1,2,6,23,11,20,35,16,73,24,10,26,3,3
E33032174,375,0,0,9,2,0,5,49,4,24,44,25,13,40,31,5,8,66,50,0,0
E33032175,1558,1,1,19,3,2,8,57,3,26,125,918,13,204,89,8,12,10,59,0,0
E33032176,1173,1,3,4,0,0,4,275,12,34,127,58,2,132,12,23,16,248,218,2,2
E33032177,3449,1,1,14,6,1,41,35,19,143,36,162,11,2795,108,11,16,25,23,1,0
E33032178,3740,0,0,17,12,1,62,23,6,48,47,2717,248,151,99,9,11,26,262,1,0
E33032179,601,0,0,3,1,1,13,9,5,10,70,338,5,41,7,46,12,16,24,0,0
E33032180,712,0,0,14,0,2,20,35,64,55,70,337,2,35,50,9,6,2,11,0,0
E33032181,1336,0,0,7,0,2,31,70,6,98,20,32,8,34,45,57,350,49,525,2,0
E33029588,318,0,0,1,0,0,5,148,3,20,1,51,14,20,10,15,15,6,8,1,0
E33029589,422,0,0,6,0,1,18,163,37,38,4,2,34,33,30,2,9,9,33,3,0
E33029590,546,0,0,9,0,0,13,126,34,95,6,20,36,42,40,3,17,48,55,1,1
E33029591,3020,0,1,14,3,7,104,57,36,27,45,23,354,533,121,1143,126,352,72,1,1
E33029592,465,1,0,56,0,2,0,150,1,2,2,35,4,9,4,188,1,7,3,0,0
E33029593,312,0,0,9,0,0,1,143,5,11,2,8,38,17,43,0,3,7,25,0,0
E33029594,458,0,0,4,0,0,8,111,4,78,100,14,47,10,11,16,1,6,48,0,0
E33029595,454,0,0,2,0,0,16,69,8,74,29,17,0,13,8,12,169,6,30,1,0
E33029596,346,0,0,8,0,0,19,49,19,22,18,5,4,13,21,103,32,22,8,0,3
E33029597,329,0,0,11,0,0,11,102,6,18,4,33,1,12,32,6,48,37,8,0,0
E33029598,420,0,0,3,3,0,2,228,4,40,5,80,0,15,8,0,1,7,22,2,0
E33029599,661,0,1,11,0,1,35,22,29,4,89,31,7,197,55,35,33,46,64,1,0
E33029600,689,1,0,1,1,1,8,9,4,49,9,1,13,9,15,54,478,22,14,0,0
E33029601,441,0,0,36,3,11,73,35,218,5,7,2,2,9,13,4,6,6,10,1,0
E33029602,631,18,0,118,0,5,75,216,39,27,16,1,5,7,84,3,4,0,13,0,0
E33029603,329,0,4,185,0,5,10,56,8,25,3,1,0,6,19,1,1,2,3,0,0
E33029604,303,0,0,37,0,1,12,87,8,7,120,6,0,4,13,2,1,1,4,0,0
E33029605,253,0,0,27,7,5,4,106,58,12,3,1,0,2,16,1,1,8,2,0,0
E33029606,250,0,0,102,0,40,6,32,33,12,1,0,1,3,6,1,2,5,6,0,0
E33029607,361,0,2,74,0,0,81,121,13,14,5,3,0,12,20,1,1,7,7,0,0
E33029608,406,0,0,78,0,0,20,188,50,2,16,4,1,12,20,4,5,2,4,0,0
E33029609,908,0,0,9,1,0,16,437,203,29,134,6,0,26,27,1,5,3,11,0,0
E33029610,524,0,0,88,13,1,32,69,13,20,197,2,2,25,33,2,11,3,12,0,1
E33029611,599,0,0,119,5,2,62,150,26,123,32,1,2,10,16,6,7,7,31,0,0
E33029612,372,0,0,49,6,0,44,56,12,16,0,5,0,3,36,0,5,36,102,2,0
E33029613,272,0,0,42,0,0,6,121,12,15,6,3,1,59,3,0,1,3,0,0,0
E33029614,407,0,0,44,0,0,10,199,23,10,18,5,9,29,19,5,20,7,9,0,0
E33029615,3204,4,2,588,3,21,139,1032,403,183,103,43,8,85,202,25,33,263,64,1,2
E33029616,326,0,0,17,0,6,94,53,31,4,59,3,1,10,37,1,3,3,3,1,0
E33029617,372,0,0,49,0,2,10,151,13,7,11,0,1,36,20,8,2,8,54,0,0
E33029618,385,0,0,138,0,0,2,96,63,9,11,2,3,42,10,0,1,0,8,0,0
E33029619,197,0,0,6,0,0,21,33,37,3,7,57,1,4,16,0,1,11,0,0,0
E33029620,224,0,0,7,0,26,18,147,8,2,1,0,0,6,7,0,0,0,2,0,0
E33029621,566,2,0,66,0,3,18,294,53,41,4,1,8,29,14,1,12,3,15,1,1
E33029622,1098,0,1,8,0,170,63,41,323,20,9,4,10,15,76,48,273,17,20,0,0
E33029623,1666,0,0,80,0,3,72,243,942,78,75,8,1,13,108,5,12,13,12,1,0
E33029624,392,0,0,72,1,20,79,95,39,21,7,3,3,12,20,0,0,4,16,0,0
E33029625,483,1,0,136,2,1,46,162,30,11,22,2,2,4,22,1,14,9,18,0,0
E33029626,600,0,0,323,3,0,17,45,40,10,35,6,1,27,17,58,4,5,9,0,0
E33029627,501,0,0,223,0,1,14,88,76,24,5,3,2,41,14,1,2,5,2,0,0
E33029628,407,0,0,9,0,1,40,95,174,16,7,2,12,8,22,3,6,2,10,0,0
E33029629,1022,2,1,464,2,1,141,84,30,57,19,16,6,45,67,3,32,31,21,0,0
E33029630,325,0,0,97,2,0,4,66,98,4,5,2,5,6,26,0,2,4,4,0,0
E33029631,1383,0,0,13,0,0,12,36,39,11,151,24,107,734,51,55,7,25,118,0,0
E33029632,235,0,0,73,0,0,8,59,14,17,8,0,0,12,8,2,3,13,16,2,0
E33029633,380,0,0,39,0,1,25,196,15,4,27,5,6,30,17,8,2,2,3,0,0
E33029634,938,0,0,18,1,0,38,700,6,67,5,13,8,18,22,7,8,5,21,1,0
E33029635,1075,1,62,80,4,1,129,31,14,10,51,3,5,584,27,6,9,9,47,2,0
E33029636,1828,17,0,541,1,1,51,300,77,194,21,7,6,39,128,82,23,297,41,2,0
E33029637,279,0,0,17,0,0,4,53,15,29,6,4,7,5,11,7,48,67,5,1,0
E33029638,1106,0,1,405,0,1,40,155,42,101,6,7,3,10,108,3,13,13,197,1,0
E33029639,499,14,0,116,0,1,4,143,26,38,48,5,2,11,47,4,9,4,27,0,0
E33029640,289,0,0,12,0,0,14,37,168,8,8,1,2,1,15,4,11,1,7,0,0
E33029641,747,0,1,114,0,9,79,237,129,19,39,5,3,30,25,4,10,28,15,0,0
E33029642,493,0,1,51,0,3,14,304,12,14,17,8,4,5,20,2,6,21,11,0,0
E33029643,301,0,0,42,0,1,53,86,23,21,7,2,0,7,21,1,1,34,2,0,0
E33029644,630,0,0,136,0,0,43,286,29,22,23,5,2,25,18,2,2,8,29,0,0
E33029645,338,0,0,43,0,0,31,34,13,22,16,0,1,7,20,68,4,72,7,0,0
E33029646,381,0,0,40,0,0,7,216,36,3,32,0,0,14,25,0,2,1,5,0,0
E33029647,612,0,0,75,3,2,31,41,177,3,191,8,4,18,27,3,8,4,17,0,0
E33029648,383,0,0,81,0,0,20,32,84,22,6,1,1,19,29,5,13,30,40,0,0
E33029649,789,0,0,54,0,0,102,32,545,8,8,3,5,3,13,5,2,3,4,0,2
E33029650,241,0,0,2,0,0,18,26,2,19,6,10,11,43,45,1,9,23,25,1,0
E33029651,636,0,0,1,0,1,0,20,6,37,3,2,3,14,12,318,207,7,5,0,0
E33029652,265,0,0,6,1,3,20,28,4,26,7,13,6,23,27,3,6,80,12,0,0
E33029653,309,0,0,5,1,0,14,180,9,5,6,18,2,30,4,4,7,10,13,1,0
E33029654,222,0,0,8,0,0,5,74,17,16,4,74,1,8,10,1,1,0,3,0,0
E33029655,302,0,0,12,0,0,7,142,5,26,1,17,1,12,8,58,3,4,5,1,0
E33029656,219,0,0,7,0,0,0,60,17,37,1,13,1,35,19,7,5,5,12,0,0
E33029657,313,0,0,8,0,0,9,99,8,24,2,22,4,35,23,3,5,51,19,1,0
E33029658,425,0,0,15,0,0,7,36,90,11,16,4,4,5,18,10,150,20,39,0,0
E33029659,476,0,0,55,0,0,23,115,22,45,3,20,2,30,7,22,22,70,38,2,0
E33029660,673,1,0,122,0,4,25,236,187,34,4,2,1,13,26,5,6,4,3,0,0
E33029661,429,0,0,120,0,2,17,93,50,9,26,4,5,20,14,5,39,13,12,0,0
E33029662,428,0,0,23,1,0,22,103,40,23,14,5,3,80,63,3,6,22,18,0,2
E33029663,803,0,0,96,0,0,11,340,7,27,65,2,2,111,89,2,1,5,45,0,0
E33029664,515,0,0,1,0,0,1,10,8,2,178,28,4,3,2,215,36,26,1,0,0
E33029665,233,0,0,1,0,0,10,13,1,26,2,0,7,2,8,16,57,54,36,0,0
E33029666,828,0,0,1,1,0,20,33,5,22,60,3,87,508,7,7,25,44,3,1,1
E33029667,573,0,0,5,0,1,9,21,10,5,288,8,5,104,16,2,57,13,27,2,0
E33029668,254,0,0,3,0,1,2,5,66,7,9,37,0,11,8,9,82,7,6,1,0
E33031648,334,0,0,13,0,0,15,110,40,20,45,9,3,14,48,7,1,2,6,1,0
E33031649,594,0,0,6,0,0,16,321,17,46,1,91,9,13,22,5,5,10,29,2,1
E33033288,438,0,0,12,1,4,88,51,72,15,26,9,1,32,31,4,17,51,22,2,0
E33033289,418,0,0,36,1,2,137,50,19,16,19,3,4,18,54,4,7,33,14,1,0
E33033290,486,0,0,8,3,1,114,18,17,20,14,6,2,17,34,5,184,21,18,4,0
E33033291,1057,1,0,87,0,0,82,541,127,47,15,7,8,29,50,4,17,23,19,0,0
E33033292,466,0,0,8,0,2,144,56,26,38,13,8,5,25,45,27,12,25,28,3,1
E33033293,326,0,1,9,0,1,49,9,11,11,4,5,3,10,20,3,153,26,8,3,0
E33033294,390,0,1,18,1,3,96,32,36,20,24,12,0,24,26,2,23,32,38,2,0
E33033295,556,0,0,10,1,1,144,103,26,31,24,19,12,23,55,7,19,41,39,1,0
E33033296,595,0,0,8,0,2,70,29,16,15,14,2,2,26,32,8,308,35,25,3,0
E33033297,433,0,0,20,0,1,93,57,32,11,24,4,9,25,34,5,14,86,14,4,0
E33033298,641,2,0,22,0,3,134,58,44,52,19,4,5,30,49,41,77,72,27,2,0
E33033299,270,1,0,3,1,2,24,70,7,20,10,8,1,32,17,3,10,39,22,0,0
E33033300,285,0,0,0,1,0,23,13,122,9,11,0,0,14,21,10,10,25,26,0,0
E33033301,571,1,0,6,1,0,70,54,133,30,20,5,10,29,33,43,67,35,33,1,0
E33033302,966,0,1,46,2,9,199,176,61,104,58,25,5,37,105,5,46,50,35,1,1
E33033303,749,0,0,23,1,1,179,124,37,35,25,8,14,39,105,8,23,87,36,4,0
E33033304,597,0,0,53,5,2,166,69,17,14,22,4,2,30,26,3,144,18,22,0,0
E33033305,516,0,0,36,1,4,112,131,31,25,17,6,10,30,37,3,13,20,36,4,0
E33033306,340,0,0,4,1,2,73,39,21,20,6,3,4,7,29,6,13,97,14,1,0
E33033307,415,0,1,116,3,0,60,39,19,5,37,4,3,17,75,7,5,10,13,1,0
E33033308,408,0,1,16,1,10,62,36,32,16,3,4,2,16,33,12,135,15,12,1,1
E33033309,481,0,0,12,2,14,74,153,52,8,17,8,4,20,57,4,24,19,13,0,0
E33033310,385,0,0,22,1,1,89,26,15,18,20,6,1,18,30,7,47,66,15,2,1
E33033311,381,0,0,17,0,1,77,35,16,58,11,12,1,17,35,3,25,38,34,0,1
E33033312,448,0,0,14,0,0,140,47,21,12,10,8,8,20,45,5,76,24,16,2,0
E33033313,414,0,0,20,0,3,107,25,28,13,38,3,0,12,39,18,47,27,23,11,0
E33033314,741,0,0,14,0,1,81,55,28,44,17,10,4,13,44,5,357,54,13,1,0
E33033315,474,0,0,17,3,2,96,57,33,23,18,6,5,19,54,4,22,92,21,1,1
E33033316,342,1,0,6,1,0,54,24,33,7,11,4,4,5,17,10,108,26,31,0,0
E33033317,492,0,0,15,1,0,74,97,36,21,69,2,2,11,37,3,29,58,34,3,0
E33033318,346,0,0,13,0,2,54,70,31,11,8,4,1,8,27,6,51,36,23,1,0
E33033319,459,2,0,10,1,1,123,44,22,26,12,1,7,15,53,3,81,36,17,5,0
E33033320,303,0,0,7,1,4,50,23,20,8,10,1,1,15,24,3,96,26,12,2,0
E33033321,373,0,0,9,5,1,58,37,20,11,18,2,3,17,26,6,17,115,24,3,1
E33033322,509,0,0,3,0,0,19,51,13,21,8,3,22,3,29,22,204,95,16,0,0
E33033323,289,0,0,10,1,1,45,23,19,27,6,9,9,10,27,5,15,67,14,1,0
E33033324,388,0,0,8,1,0,117,55,17,6,17,5,9,20,39,2,62,8,20,2,0
E33033325,786,0,0,22,1,2,105,90,56,95,76,8,12,43,111,18,21,37,84,5,0
E33033326,287,0,0,8,0,0,33,55,10,19,12,12,8,27,53,4,10,16,11,9,0
E33033327,315,0,0,8,0,0,18,15,5,8,12,9,5,27,9,1,165,14,16,3,0
E33033328,524,0,0,11,0,4,101,76,49,40,30,11,12,32,70,10,10,33,31,4,0
E33033329,509,0,0,32,2,17,94,27,36,22,10,5,9,11,98,12,87,36,10,1,0
E33033330,361,0,0,22,1,8,92,47,14,9,20,7,7,24,40,4,15,31,17,2,1
E33033331,293,0,0,8,1,0,27,52,4,31,32,2,11,37,19,5,25,15,21,3,0
E33033332,351,0,0,10,0,1,37,23,11,6,54,13,8,59,23,8,39,31,23,4,1
E33033333,329,0,0,10,0,0,22,24,9,12,37,6,10,27,13,8,64,66,17,3,1
E33033334,333,0,0,4,0,2,17,63,4,30,24,4,6,27,7,2,16,79,48,0,0
E33033335,450,0,0,14,2,2,119,32,39,16,20,5,3,17,49,11,57,42,22,0,0
E33033336,680,0,0,24,3,3,170,85,44,34,19,15,18,38,65,24,28,55,47,8,0
E33033337,594,0,0,90,0,0,94,64,14,29,48,2,3,68,78,7,61,20,14,0,2
E33033338,400,0,0,24,0,2,88,52,105,12,16,9,3,11,37,3,14,7,14,2,1
E33033339,776,2,0,47,0,0,31,184,36,56,64,43,7,126,50,42,16,46,26,0,0
E33033340,342,0,13,6,0,14,64,73,56,20,11,1,5,28,10,5,5,20,9,2,0
E33033341,649,0,0,45,1,17,33,434,21,6,13,3,3,34,14,5,4,5,10,1,0
E33033342,631,2,0,37,0,1,86,92,17,21,211,13,11,29,31,3,27,25,23,1,1
E33033343,2033,0,0,43,0,4,48,1044,35,63,402,29,27,44,193,11,12,24,50,2,2
E33033344,172,0,0,6,0,1,12,44,31,12,6,1,1,29,13,0,4,3,9,0,0
E33033345,619,0,0,34,0,19,56,187,35,21,31,12,3,73,82,4,15,12,35,0,0
E33033346,509,0,0,13,0,2,118,65,19,27,21,5,6,13,56,8,34,38,74,8,2
E33033347,558,0,0,19,0,0,172,39,28,19,28,6,6,32,80,15,32,55,23,4,0
E33033348,398,0,0,6,0,1,41,12,9,20,6,1,2,5,24,3,234,26,6,0,2
E33033349,296,0,0,11,0,0,30,30,17,21,7,4,2,9,19,2,125,16,2,1,0
E33033350,328,0,0,6,0,0,58,35,31,15,16,6,1,16,17,9,16,92,10,0,0
E33033351,359,0,0,13,1,1,44,46,22,21,16,5,2,14,27,6,10,119,11,1,0
E33033352,298,0,0,52,1,0,45,54,19,22,5,2,1,5,19,4,36,25,6,2,0
E33033353,248,0,2,8,0,0,13,14,5,27,21,3,4,37,13,1,82,6,11,1,0
E33033354,305,0,0,7,2,0,59,9,12,3,36,12,5,47,24,8,16,31,33,1,0
E33033355,519,0,0,7,1,0,63,28,11,16,23,3,6,29,30,8,247,36,11,0,0
E33033356,242,0,1,8,1,1,16,21,4,4,17,7,9,29,18,2,16,67,17,4,0
E33033357,640,0,0,58,2,1,126,60,121,14,30,13,10,47,30,6,53,21,40,8,0
E33033358,293,0,0,9,0,0,20,42,35,40,16,3,67,10,8,4,6,19,14,0,0
E33033359,312,0,0,5,0,0,37,8,5,11,32,11,9,45,22,5,39,56,22,5,0
E33033360,564,0,0,10,0,0,25,48,15,36,47,11,1,36,28,173,58,66,9,1,0
E33033361,287,0,0,7,0,0,35,13,8,6,33,5,8,33,18,5,21,79,13,3,0
E33033362,623,0,1,2,1,2,34,15,7,28,37,7,2,24,19,7,343,57,33,4,0
E33033363,301,1,0,4,0,0,18,9,10,6,137,3,1,22,19,3,25,25,17,1,0
E33033364,266,0,1,4,1,0,10,10,3,6,15,6,8,18,15,4,144,11,9,1,0
E33033365,375,0,1,8,2,0,36,31,17,37,53,11,19,30,24,8,23,41,24,9,1
E33033366,306,0,0,4,0,0,28,15,8,7,36,9,6,26,15,8,28,98,17,0,1
E33033367,1065,0,0,21,0,0,21,666,13,32,38,6,9,23,31,22,63,30,90,0,0
E33033368,356,0,0,8,0,1,20,12,4,12,18,4,22,13,7,4,205,9,16,0,1
E33033369,369,1,0,7,0,3,41,23,11,31,36,15,7,46,22,9,36,41,34,5,1
E33033370,297,0,1,8,1,0,14,8,82,4,15,9,7,40,10,4,38,33,23,0,0
E33033371,991,0,0,9,0,1,40,58,37,68,44,90,74,116,46,30,92,251,32,2,1
E33033372,305,0,1,9,0,1,42,16,6,14,36,10,6,42,13,3,38,46,22,0,0
E33033373,263,0,0,5,0,0,26,15,15,16,38,7,4,33,12,4,29,39,16,4,0
E33033374,386,0,0,12,2,0,57,57,32,18,21,2,12,34,25,6,72,9,25,1,1
E33033375,333,0,1,8,0,0,38,23,16,17,26,5,2,29,18,8,72,45,23,1,1
E33033376,387,0,0,4,1,1,73,38,10,23,52,6,9,38,45,2,31,23,25,6,0
E33033377,311,0,0,14,0,4,43,19,112,17,21,5,6,13,15,1,7,10,21,3,0
E33033378,549,0,2,12,1,2,114,43,24,21,27,13,9,44,42,6,96,44,45,4,0
E33033379,724,0,0,26,1,2,103,47,17,19,34,5,11,37,67,4,284,29,30,8,0
E33033380,520,2,1,32,1,0,31,103,20,33,2,18,0,25,21,4,167,37,23,0,0
E33033381,567,0,0,4,0,0,12,16,183,10,3,2,3,4,17,277,23,11,2,0,0
E33033382,249,0,0,6,2,0,17,29,7,21,9,3,19,14,17,8,78,16,3,0,0
E33033383,398,0,0,7,2,0,43,29,18,20,16,12,0,10,20,3,163,51,4,0,0
E33033384,313,0,1,6,0,0,33,35,18,19,8,12,4,18,16,69,14,48,11,0,1
E33033385,593,1,0,7,1,9,67,51,15,29,38,3,15,38,50,14,74,56,107,18,0
E33033386,353,0,0,6,0,4,42,18,14,31,36,6,11,27,26,5,28,19,77,3,0
E33033387,300,0,0,7,2,1,34,23,7,7,18,2,2,22,27,97,12,21,15,1,2
E33033388,650,0,0,22,1,1,95,124,30,24,27,9,11,45,47,4,143,35,24,6,2
E33033389,506,0,0,43,0,2,41,103,8,34,25,6,9,38,44,6,9,20,115,2,1
E33033390,361,0,0,20,1,0,54,29,13,11,48,3,11,36,52,2,26,19,32,4,0
E33033391,337,0,0,10,1,0,43,36,6,34,14,7,12,17,18,42,16,59,21,1,0
E33033392,319,0,1,2,0,0,12,27,19,16,19,2,9,24,17,11,25,123,10,2,0
E33033393,433,0,0,5,0,0,52,54,16,29,44,8,5,25,31,5,86,40,31,2,0
E33033394,354,0,0,13,0,0,60,50,14,25,43,4,5,40,30,1,16,21,31,1,0
E33033395,308,0,0,13,0,0,29,55,18,48,16,3,4,14,26,4,30,38,9,1,0
E33033396,600,0,0,12,1,0,45,61,312,9,9,4,3,7,20,3,74,23,16,1,0
E33033397,315,0,0,8,0,1,31,60,16,26,12,5,17,23,15,19,45,20,13,3,1
E33033398,359,1,0,13,1,0,35,61,42,37,14,14,1,6,54,5,17,48,10,0,0
E33033399,391,0,0,19,1,0,35,64,24,23,6,14,1,20,22,5,112,20,24,0,1
E33033400,563,0,0,18,0,1,39,41,103,43,29,10,23,41,71,36,26,43,36,3,0
E33033401,401,0,0,10,0,1,72,36,17,17,35,16,5,32,37,2,42,37,37,2,3
E33033402,825,0,1,10,1,0,62,68,11,30,47,8,11,55,39,25,271,56,127,2,1
E33033403,434,0,0,1,1,0,35,36,22,72,48,10,22,53,19,6,25,51,32,1,0
E33033404,304,0,0,4,0,1,36,19,8,9,21,4,7,26,14,7,46,84,15,2,1
E33033405,328,0,0,3,0,0,37,104,9,11,7,18,1,31,29,26,14,27,10,0,1
E33033406,604,0,0,7,0,0,44,302,13,21,22,30,8,18,16,3,65,37,17,1,0
E33033407,621,0,0,10,0,0,55,185,17,32,29,8,8,32,31,17,57,88,52,0,0
E33033408,436,1,0,11,2,0,41,33,11,22,66,10,4,26,32,3,63,90,18,3,0
E33033409,391,3,0,10,0,0,62,46,20,18,20,17,6,23,32,31,20,53,30,0,0
E33033410,955,0,1,11,2,1,64,93,15,49,174,13,13,209,63,6,59,96,85,1,0
E33033411,398,0,0,10,1,0,86,31,10,16,63,12,5,41,30,10,25,30,26,2,0
E33033412,574,0,0,13,2,2,47,84,33,62,7,5,5,19,31,4,111,110,37,2,0
E33033413,408,0,1,32,0,1,49,116,27,46,8,8,1,25,43,4,19,20,7,1,0
E33033414,425,0,0,13,1,1,28,80,28,15,15,5,2,17,25,6,130,43,14,2,0
E33033415,4202,2,1,28,0,2,63,97,41,97,43,36,13,44,105,70,62,3421,54,14,9
E33033416,627,0,0,19,0,2,85,112,24,74,20,7,11,36,33,13,35,89,66,1,0
E33033417,438,0,0,11,0,1,58,88,41,9,20,2,1,12,24,5,72,83,11,0,0
E33033418,354,0,0,24,0,1,35,64,15,16,18,3,2,23,13,10,68,48,13,1,0
E33033419,1017,0,0,15,0,3,83,32,17,58,33,6,10,34,38,10,32,612,33,0,1
E33033420,492,0,0,9,1,2,27,29,15,21,14,15,3,31,34,30,152,90,18,0,1
E33033421,395,0,0,12,4,0,84,20,13,28,33,7,20,33,34,13,21,38,33,2,0
E33033422,310,0,1,3,3,0,41,22,5,11,43,28,10,44,15,11,27,11,27,7,1
E33033423,357,0,0,14,0,0,60,18,7,38,41,10,15,45,8,7,21,35,38,0,0
E33033424,309,0,0,5,0,0,36,14,7,54,26,7,7,28,13,3,16,73,17,3,0
E33033425,460,0,0,6,1,0,65,83,9,25,29,6,4,24,43,6,95,31,32,1,0
E33033426,299,1,0,12,1,0,25,48,5,16,26,7,48,39,17,3,12,9,29,1,0
E33033427,337,0,0,11,1,1,36,30,8,35,47,7,1,46,15,6,24,34,33,2,0
E33033428,409,0,0,13,0,10,63,64,9,44,39,4,26,36,29,2,10,33,24,2,1
E33033429,527,0,1,20,0,0,45,100,50,33,40,12,8,72,24,8,35,36,40,3,0
E33033430,323,0,0,8,0,1,22,9,5,6,22,3,6,34,13,7,19,142,22,3,1
E33033431,458,0,0,12,0,0,41,24,103,10,14,6,1,12,28,41,20,115,25,6,0
E33033432,701,0,1,145,1,7,123,145,44,25,22,1,11,22,87,4,11,19,33,0,0
E33033433,298,0,0,4,0,1,45,20,11,9,24,2,1,36,29,22,26,34,33,1,0
E33033434,546,0,0,15,0,1,46,27,115,33,10,1,0,16,37,4,199,19,19,4,0
E33033435,361,0,0,3,0,0,28,20,17,19,17,0,1,13,26,8,128,65,8,7,1
E33033436,473,0,0,3,0,1,24,64,9,19,8,18,16,18,29,65,20,119,60,0,0
E33033437,282,1,0,3,1,0,15,26,8,13,36,12,13,53,16,4,23,19,35,4,0
E33033438,295,0,1,8,0,0,16,17,21,6,39,12,3,45,15,2,56,29,19,6,0
E33033439,266,0,0,4,0,0,16,10,3,16,23,12,7,46,11,5,73,16,16,8,0
E33033440,413,6,0,35,0,3,52,103,12,8,43,3,5,70,23,1,1,16,31,1,0
E33033441,498,0,0,22,0,0,42,52,6,5,87,9,4,91,21,12,82,20,41,4,0
E33033442,355,0,0,11,1,1,40,42,13,21,46,5,9,52,45,6,17,20,25,1,0
E33033443,340,0,0,11,1,0,57,27,9,10,50,6,4,51,36,4,15,37,18,3,1
E33033444,313,1,0,4,1,2,23,12,1,35,11,3,1,17,12,4,136,34,14,2,0
E33033445,791,0,0,85,0,1,201,183,76,25,32,5,5,16,35,4,16,74,31,2,0
E33033446,276,0,0,2,0,0,19,10,6,4,31,3,6,24,18,2,108,14,29,0,0
E33033447,475,0,0,5,0,0,38,42,18,27,11,24,2,9,20,3,250,5,20,1,0
E33033448,307,0,0,15,0,0,58,71,22,37,8,8,11,15,27,6,14,6,9,0,0
E33033449,410,0,0,62,0,0,31,111,49,28,10,2,3,9,20,10,12,57,5,1,0
E33033450,314,0,0,16,1,1,51,59,49,34,6,2,3,3,29,1,18,26,15,0,0
E33033451,418,0,0,55,1,0,92,98,48,33,17,2,8,5,18,6,11,9,12,3,0
E33033452,377,0,1,16,0,1,45,47,105,12,10,4,4,9,36,5,45,25,11,1,0
E33033453,348,1,0,9,0,1,43,54,59,18,15,3,1,14,22,3,84,10,9,1,1
E33033454,461,0,0,27,0,0,109,80,16,29,10,13,13,41,38,4,7,56,18,0,0
E33033455,682,0,0,44,1,0,61,149,26,77,20,17,5,24,30,12,95,94,26,1,0
E33033456,335,1,0,16,0,1,38,45,23,16,14,3,3,14,14,6,36,86,19,0,0
E33033457,237,0,0,5,1,0,16,31,8,7,8,0,0,19,6,57,43,18,18,0,0
E33033458,272,0,1,26,0,0,46,25,3,32,31,4,4,25,13,1,24,15,20,2,0
E33033459,425,1,0,4,0,2,46,41,14,25,16,4,12,17,34,1,16,176,16,0,0
E33033460,333,0,0,13,2,0,43,31,28,19,13,10,7,19,16,2,15,76,38,1,0
E33033461,337,0,1,9,0,1,60,37,11,31,35,6,1,23,23,17,23,32,24,3,0
E33033462,329,1,0,8,0,1,34,10,5,10,32,10,3,37,16,6,112,18,19,7,0
E33036834,323,0,0,12,0,1,30,30,10,8,46,16,8,57,20,9,18,22,33,3,0
E33036835,418,0,0,14,0,1,26,38,36,16,40,9,13,56,46,3,24,46,43,7,0
E33036836,430,0,1,11,0,0,30,50,33,16,57,14,4,43,33,8,22,66,34,8,0
E33036837,248,0,1,16,0,0,14,21,71,32,18,5,11,17,6,2,14,14,6,0,0
E33029669,306,2,1,6,3,1,176,19,18,14,1,4,2,7,10,3,18,10,11,0,0
E33029670,435,0,0,4,0,0,8,16,0,20,1,3,2,4,11,18,228,12,107,0,1
E33029671,262,9,0,2,0,10,19,9,7,102,1,2,3,5,7,1,63,15,7,0,0
E33029672,267,8,0,3,0,1,15,172,3,21,3,0,0,7,4,1,5,3,21,0,0
E33029673,336,15,0,15,0,16,35,150,15,14,6,4,5,4,4,1,24,15,13,0,0
E33029674,212,0,0,15,1,2,38,90,17,3,29,2,0,3,6,0,1,3,2,0,0
