WZ_CD,Emp_2011,Empl_SIC_A,Empl_SIC_B,Empl_SIC_C,Empl_SIC_D,Empl_SIC_E,Empl_SIC_F,Empl_SIC_G,Empl_SIC_H,Empl_SIC_I,Empl_SIC_J,Empl_SIC_K,Empl_SIC_L,Empl_SIC_M,Empl_SIC_N,Empl_SIC_O,Empl_SIC_P,Empl_SIC_Q,Empl_SIC_RS,Empl_SIC_T,Empl_SIC_U
E33030957,902,0,0,5,0,3,4,18,10,175,110,5,5,18,34,11,8,6,489,1,0
E33030958,386,2,0,3,0,0,2,42,2,272,17,3,1,11,7,0,4,3,17,0,0
E33030959,217,1,0,2,0,1,0,14,2,121,2,21,1,29,6,0,1,6,10,0,0
E33030960,215,0,1,8,0,0,1,31,0,121,4,3,1,11,7,2,4,5,16,0,0
E33030961,227,0,0,4,1,0,2,10,21,112,0,4,0,32,14,2,5,6,14,0,0
E33030962,256,0,0,1,0,0,3,20,4,80,11,1,1,16,45,2,55,5,10,2,0
E33030963,441,0,1,1,2,0,6,10,1,17,74,79,12,146,56,13,4,7,12,0,0
E33030964,336,0,0,6,0,0,2,14,0,100,5,3,4,35,11,0,4,5,145,1,1
E33030965,237,0,0,3,0,1,5,37,1,51,20,1,1,8,6,7,10,3,83,0,0
E33030966,654,0,0,3,0,0,1,12,8,46,523,2,3,13,6,2,4,8,22,0,1
E33030967,354,0,0,0,0,0,8,8,0,133,9,2,1,10,14,2,3,0,164,0,0
E33030968,247,0,0,1,0,0,6,8,2,0,4,1,0,4,9,86,94,3,26,0,3
E33030969,372,0,0,1,0,0,8,2,3,2,10,8,0,183,5,29,2,0,10,0,109
E33030970,1453,0,1,4,1,2,23,6,6,12,29,8,2,237,23,1057,7,15,20,0,0
E33030971,1354,0,0,912,2,3,10,74,4,140,22,16,2,83,46,4,11,10,13,1,1
E33030972,617,0,0,3,0,0,3,21,2,26,200,36,0,259,32,10,2,8,15,0,0
E33030973,227,0,0,2,0,2,3,20,1,12,7,5,10,37,16,2,30,42,38,0,0
E33030974,496,0,0,5,0,0,6,9,5,4,69,37,4,57,52,39,11,2,15,1,180
E33030975,384,0,10,1,0,0,4,8,3,9,86,97,1,82,38,7,4,3,30,1,0
E33030976,2767,3,1,5,0,1,7,33,11,37,26,5,6,239,50,8,2228,53,52,0,2
E33030977,602,0,10,5,5,0,8,113,9,48,22,58,4,75,174,13,38,5,13,0,2
E33030978,259,0,0,2,0,0,4,20,16,78,7,3,0,12,8,3,3,3,98,0,2
E33030979,824,1,0,0,0,0,0,24,2,41,4,5,0,359,14,3,110,50,210,1,0
E33030980,479,0,0,5,0,1,4,32,2,169,16,2,0,29,6,1,7,1,204,0,0
E33030981,275,0,0,0,0,0,1,1,1,0,1,0,0,261,3,4,2,1,0,0,0
E33030982,623,0,0,2,0,0,90,8,2,28,8,5,3,335,124,1,2,11,4,0,0
E33030983,434,0,3,1,0,0,4,16,14,12,58,62,1,55,109,5,31,13,46,0,4
E33030984,2237,0,54,19,33,1,8,366,66,33,1219,146,3,114,40,7,80,17,31,0,0
E33030985,822,1,0,3,1,1,0,11,0,1,102,6,1,14,13,653,0,4,11,0,0
E33030986,502,0,9,9,3,0,7,101,3,8,12,30,7,256,41,1,2,9,4,0,0
E33030987,205,0,2,3,1,0,13,4,0,20,4,22,17,19,41,3,3,26,27,0,0
E33030988,497,0,0,4,0,0,4,3,0,39,40,4,2,215,35,9,2,1,139,0,0
E33030989,303,0,1,1,0,0,0,22,0,50,6,30,1,152,7,3,4,10,16,0,0
E33030990,1209,0,4,77,10,1,41,114,30,19,32,249,47,190,247,32,7,27,82,0,0
E33030991,746,0,0,8,0,1,3,6,13,63,5,192,0,293,16,16,31,22,77,0,0
E33030992,414,0,0,0,0,0,7,7,3,187,9,3,3,31,7,1,0,1,153,1,1
E33030993,644,0,1,3,1,2,19,19,7,23,43,15,15,202,186,2,72,6,28,0,0
E33030994,377,0,0,13,1,0,33,50,2,39,6,56,19,38,36,20,5,49,10,0,0
E33030995,695,1,0,7,0,0,34,7,9,5,276,14,12,235,45,21,8,10,11,0,0
E33030996,883,0,0,1,0,0,5,7,1,180,6,616,2,6,49,1,2,4,3,0,0
E33030997,295,0,0,10,0,2,1,23,5,4,27,2,3,36,29,2,7,8,136,0,0
E33030998,720,0,2,7,0,0,2,32,3,7,43,21,7,451,88,5,12,20,20,0,0
E33030999,478,0,0,11,0,0,5,13,4,3,240,21,3,75,7,13,30,15,38,0,0
E33031000,643,0,0,0,0,0,0,4,1,1,29,2,0,4,11,555,4,4,28,0,0
E33031001,915,0,0,2,0,2,5,20,5,45,46,9,0,76,23,39,586,14,23,0,20
E33031002,245,0,0,1,0,0,1,16,0,69,34,2,1,26,5,1,7,1,81,0,0
E33031003,1067,0,14,16,9,0,21,171,17,52,287,74,9,232,61,10,35,16,43,0,0
E33031004,1109,1,0,4,0,0,18,33,44,29,206,22,8,444,175,55,35,4,28,0,3
E33031005,211,0,0,1,0,0,2,4,0,5,4,18,3,102,7,50,0,3,12,0,0
E33031006,1815,1,0,7,1,2,20,36,8,49,52,7,6,86,67,281,1010,50,130,2,0
E33031007,301,0,0,1,0,0,5,31,0,44,7,61,6,129,5,1,1,9,1,0,0
E33031008,289,1,0,3,0,0,2,3,1,2,19,33,3,110,4,4,19,26,59,0,0
E33031009,300,0,1,46,0,1,5,17,0,20,7,33,9,57,15,5,4,43,37,0,0
E33031010,681,0,0,2,0,0,6,112,1,43,9,43,0,21,399,9,6,11,6,0,13
E33031011,250,0,2,1,1,1,11,15,4,43,4,37,3,58,15,10,30,4,10,1,0
E33031012,916,0,0,5,1,2,6,7,7,72,32,2,7,94,6,656,2,6,10,0,1
E33031013,257,0,0,5,0,0,3,5,3,72,3,3,5,19,98,1,6,15,19,0,0
E33031014,267,0,0,0,0,0,2,6,0,108,4,0,2,14,5,1,0,0,125,0,0
E33031015,761,0,1,21,0,0,3,19,3,22,120,83,0,421,21,0,3,3,40,1,0
E33031016,1452,0,165,13,5,2,17,32,5,13,73,250,15,172,35,628,7,7,13,0,0
E33031017,444,0,0,17,2,1,3,48,1,39,14,54,4,73,168,3,4,3,10,0,0
E33031018,244,0,10,5,0,0,4,29,3,1,5,47,4,59,58,9,1,5,4,0,0
E33031019,325,0,0,1,1,0,2,98,4,0,58,1,1,142,6,1,2,1,7,0,0
E33031020,223,0,0,4,0,0,3,64,1,30,25,0,0,25,4,39,10,6,12,0,0
E33031021,397,0,4,3,0,0,7,117,2,141,25,8,1,67,4,1,8,3,6,0,0
E33031022,418,0,0,5,3,0,3,66,0,33,20,14,7,76,11,3,2,2,169,3,1
E33031023,193,0,0,1,0,0,0,123,1,3,11,9,3,27,8,0,1,1,5,0,0
E33031024,434,0,0,22,0,2,2,318,1,21,32,3,1,8,3,3,4,2,12,0,0
E33031025,305,0,0,5,0,0,2,45,1,62,9,39,1,85,8,0,17,2,29,0,0
E33031026,508,0,0,12,0,0,4,189,7,37,25,4,0,102,7,2,71,22,26,0,0
E33031027,239,0,0,1,0,0,2,4,0,97,4,4,4,28,18,10,5,0,62,0,0
E33031028,590,0,0,7,0,0,11,35,3,1,36,50,21,271,50,4,17,9,74,1,0
E33031029,283,0,0,15,0,1,3,32,13,51,7,3,35,34,15,0,10,0,64,0,0
E33031030,2512,0,0,31,1,3,45,452,11,309,60,36,10,137,115,9,57,24,1204,7,1
E33031031,266,0,0,3,63,0,11,16,4,17,12,18,1,35,29,3,16,0,38,0,0
E33031032,241,0,0,2,0,0,2,4,1,51,14,38,1,32,26,1,1,0,68,0,0
E33031033,272,0,0,5,0,0,10,14,3,54,43,26,2,83,18,2,4,1,7,0,0
E33031034,871,1,0,7,0,0,79,23,3,27,78,101,17,427,34,3,16,20,35,0,0
E33031035,528,0,0,9,0,0,14,82,19,12,18,72,4,93,65,3,9,104,23,0,1
E33031036,573,1,0,8,0,0,4,248,3,218,5,4,9,24,11,1,3,5,29,0,0
E33031037,296,0,0,1,0,0,3,20,2,107,59,2,0,26,36,2,1,11,26,0,0
E33031038,259,0,0,0,0,0,4,29,1,68,21,36,3,48,11,0,2,0,36,0,0
E33031039,952,0,2,27,3,9,25,133,102,38,43,15,15,65,40,47,90,158,138,2,0
E33031040,313,0,1,2,0,0,2,33,1,130,2,19,3,74,10,2,0,2,32,0,0
E33031041,272,0,0,5,0,0,4,71,1,73,18,0,0,5,6,1,4,1,83,0,0
E33031042,219,0,0,2,0,0,1,51,1,60,21,2,1,51,4,1,0,6,17,1,0
E33031043,375,0,0,2,0,0,4,5,1,64,29,19,2,44,14,179,0,7,5,0,0
E33031044,1627,0,1,9,1,1,5,107,6,108,15,1260,1,42,22,15,9,6,19,0,0
E33031045,486,0,0,6,0,0,1,16,34,33,221,2,4,30,9,3,5,78,44,0,0
E33031046,228,0,4,2,0,2,2,9,1,10,54,102,0,29,3,1,5,1,3,0,0
E33031047,402,0,1,3,2,0,2,35,3,39,64,25,5,80,51,13,5,4,14,0,56
E33031048,286,0,0,2,0,0,4,23,5,104,2,2,0,87,10,1,3,3,39,1,0
E33031049,410,0,0,4,0,1,10,18,13,182,15,7,9,72,19,2,4,5,49,0,0
E33031050,315,0,0,2,0,1,0,5,1,183,6,3,0,27,7,5,5,33,37,0,0
E33031051,780,0,0,5,0,0,7,25,2,55,63,24,1,91,13,1,5,3,485,0,0
E33031052,452,0,0,2,0,0,1,44,1,19,125,44,5,182,13,1,0,11,4,0,0
E33031053,226,0,0,3,0,0,7,8,1,15,22,43,10,63,11,0,21,1,21,0,0
E33031054,988,0,115,51,47,1,16,128,29,37,26,181,61,129,99,9,29,10,19,1,0
E33031055,677,0,10,7,7,0,27,30,5,33,13,397,17,70,32,9,4,5,9,1,1
E33031056,522,1,109,6,0,0,11,13,2,28,12,14,5,150,12,10,13,20,111,4,1
E33031057,226,0,0,3,0,1,3,12,26,53,1,15,4,39,16,10,4,3,23,0,13
E33031058,476,0,0,6,0,0,11,118,2,132,31,0,4,9,19,3,1,1,139,0,0
E33031059,294,0,6,9,0,0,7,35,7,80,12,18,5,51,16,5,20,5,18,0,0
E33031060,344,1,0,4,4,0,3,17,1,20,33,57,4,78,85,1,5,23,3,0,5
E33031061,796,0,0,3,0,0,10,6,3,121,16,10,2,49,18,106,328,39,81,0,4
E33031062,424,0,0,1,0,0,2,8,3,2,5,15,6,22,21,80,34,19,14,1,191
E33031063,291,0,0,5,0,0,5,5,1,28,17,4,7,13,77,5,34,12,78,0,0
E33031064,808,0,13,17,5,1,39,84,5,34,21,326,43,56,100,19,13,3,28,0,1
E33031065,220,0,0,0,0,0,2,17,4,0,2,132,1,31,18,3,3,3,2,1,1
E33031066,1070,1,0,6,1,0,12,151,9,75,63,375,44,191,82,2,5,12,41,0,0
E33031067,411,0,0,2,1,0,1,7,2,122,12,6,0,2,3,1,1,3,246,1,1
E33031068,683,1,2,0,1,0,5,4,1,24,8,4,8,21,28,524,1,39,11,0,1
E33031069,1081,0,0,3,0,2,22,16,3,92,5,4,3,5,23,9,12,7,872,1,2
E33031070,277,0,11,5,0,0,5,15,1,26,29,40,13,74,36,5,3,1,12,1,0
E33031071,384,1,26,6,0,0,3,11,71,10,43,57,9,96,26,4,1,2,13,0,5
E33031072,371,0,5,2,1,0,4,21,3,13,13,92,0,82,11,5,33,3,48,1,34
E33031073,373,0,0,2,1,0,7,4,4,120,10,15,1,11,15,2,4,7,170,0,0
E33031074,291,0,0,3,0,0,4,134,25,65,4,4,0,0,13,0,6,2,31,0,0
E33031075,205,0,0,4,0,0,3,15,0,32,0,95,1,14,28,3,0,1,9,0,0
E33031076,415,0,0,6,0,0,27,2,1,1,2,340,19,8,6,1,0,1,1,0,0
E33031077,1181,0,0,9,0,1,2,28,5,138,757,13,1,104,25,9,2,5,58,3,21
E33031078,928,0,4,17,0,0,7,69,20,170,23,90,2,106,77,56,12,11,193,2,69
E33031079,214,0,0,4,0,1,7,16,1,84,10,4,9,8,8,2,1,3,56,0,0
E33031080,357,0,1,28,0,1,4,56,36,11,10,49,7,100,12,9,2,4,11,0,16
E33031081,971,1,0,3,0,0,11,45,3,52,9,7,2,749,33,3,1,4,48,0,0
E33031082,1164,0,3,41,6,0,44,93,72,109,24,321,17,141,34,59,3,14,179,0,4
E33031083,336,1,0,2,2,0,19,2,3,52,9,3,1,5,20,105,2,9,15,0,86
E33031084,190,0,0,3,0,0,2,9,0,15,2,4,0,11,5,52,4,4,79,0,0
E33031085,409,0,0,0,0,0,2,3,3,6,13,97,0,2,30,240,3,2,5,1,2
E33031086,5132,0,0,15,0,2,18,27,5,20,32,24,1,25,85,4413,16,25,19,4,401
E33031087,229,0,0,3,0,0,0,21,4,64,0,2,0,92,5,2,3,3,30,0,0
E33031088,458,0,0,4,0,0,30,4,3,259,3,2,4,5,25,86,9,8,16,0,0
E33031089,280,0,0,1,2,1,3,41,4,15,47,4,2,9,10,125,1,0,1,0,14
E33031090,1781,0,0,2,12,3,15,24,3,67,12,43,7,69,57,1422,12,13,14,4,2
E33031091,730,1,1,1,0,0,8,4,36,6,10,3,0,6,48,593,2,4,3,0,4
E33031092,1149,0,0,1,11,0,10,16,8,32,15,58,15,839,23,9,6,10,96,0,0
E33031093,537,0,4,1,3,1,12,53,4,39,7,143,33,105,17,8,2,3,95,0,7
E33031094,561,0,0,1,1,0,4,4,3,10,4,2,0,9,28,417,4,4,2,0,68
E33031095,4091,0,0,16,6,0,6,101,63,68,27,245,7,3370,75,19,18,14,54,1,1
E33031096,312,0,0,1,0,0,25,7,0,119,9,7,8,77,6,6,4,20,18,2,3
E33031097,722,0,20,10,185,1,5,73,1,25,113,34,12,170,35,7,8,2,15,0,6
E33031098,7542,0,1,31,5,3,60,55,49,56,89,28,4,51,119,6879,30,35,35,3,9
E33031099,260,0,0,6,0,0,8,30,0,59,11,22,3,72,13,4,11,3,18,0,0
E33031100,468,1,0,1,0,0,10,11,48,27,4,2,0,9,29,294,4,5,23,0,0
E33031101,327,0,0,0,0,0,12,14,2,230,0,2,4,3,4,3,3,2,46,2,0
E33031102,241,0,6,1,0,0,10,30,2,46,1,66,13,36,12,1,1,0,16,0,0
E33031103,294,1,1,6,0,0,5,5,4,141,2,56,7,19,23,3,2,1,17,0,1
E33031104,410,0,0,4,0,0,15,18,6,10,4,232,6,61,29,3,1,3,6,0,12
E33031105,516,0,1,2,0,0,4,25,9,38,11,113,2,45,25,50,5,22,73,91,0
E33031106,478,0,5,1,0,1,18,6,0,18,5,333,11,33,9,7,7,2,21,1,0
E33031107,374,0,0,4,0,1,2,35,0,212,10,2,0,1,9,6,1,4,86,1,0
E33031108,217,0,0,3,3,0,20,6,37,51,8,33,15,5,11,1,1,1,16,6,0
E33031109,812,1,15,8,0,0,14,212,19,49,6,291,40,93,14,5,5,2,35,3,0
E33031110,405,0,13,2,0,0,13,34,10,117,9,98,9,39,22,4,2,5,22,0,6
E33031111,1165,0,0,1,0,0,9,8,4,24,9,991,10,39,16,5,3,7,24,0,15
E33031112,463,1,0,1,0,0,9,37,5,72,49,148,13,78,31,0,5,4,8,0,2
E33031113,361,0,2,10,0,0,9,73,6,17,110,40,6,43,34,0,5,0,6,0,0
E33031114,653,1,0,11,1,0,22,119,1,111,15,167,25,102,47,7,3,4,15,0,2
E33031115,262,0,0,2,0,0,4,16,1,121,1,32,7,13,2,1,4,1,56,1,0
E33031116,322,0,0,1,0,0,14,61,1,6,1,79,3,11,4,7,6,7,121,0,0
E33031117,513,0,24,15,1,0,10,57,5,19,8,133,31,68,76,11,5,7,20,2,21
E33031118,330,0,0,8,0,1,10,4,8,2,7,48,2,43,104,5,21,30,37,0,0
E33031119,2308,2,0,17,3,3,38,72,102,75,61,65,12,77,85,1191,14,37,120,328,6
E33031120,239,0,0,5,5,0,10,2,7,4,5,81,5,21,4,81,2,1,1,1,4
E33031121,540,0,0,15,0,0,24,19,21,6,60,70,7,210,30,15,18,16,21,0,8
E33031122,739,1,0,3,1,1,3,437,3,21,3,12,10,21,172,3,6,5,37,0,0
E33031123,316,0,0,1,0,0,6,1,4,9,1,149,6,19,113,1,0,0,4,2,0
E33031124,290,0,0,2,0,0,18,5,1,32,91,106,14,4,4,3,2,2,6,0,0
E33031125,260,0,2,1,2,1,3,122,3,24,26,34,0,11,18,1,1,2,8,1,0
E33031126,365,0,2,2,1,0,4,68,0,108,3,38,29,59,12,2,8,6,21,1,1
E33031127,415,0,12,8,0,0,9,77,4,63,12,119,31,36,12,2,5,1,24,0,0
E33031128,150,0,1,1,0,0,0,3,0,5,2,4,0,69,10,15,1,5,32,0,2
E33031129,679,0,22,9,0,0,6,78,1,98,5,170,10,43,200,5,6,3,23,0,0
E33031130,331,0,17,5,8,0,16,89,1,15,2,65,26,69,9,3,1,0,5,0,0
E33031131,326,0,0,5,0,0,9,61,1,15,11,99,4,24,58,1,2,2,34,0,0
E33031132,337,0,0,6,1,0,2,26,1,54,3,147,3,17,33,2,4,2,36,0,0
E33031133,511,0,31,8,5,0,6,40,8,8,5,292,10,51,13,4,5,9,15,1,0
E33031134,375,0,0,1,0,0,2,2,0,74,0,199,3,7,9,14,1,6,46,11,0
E33031135,305,0,2,46,1,0,2,43,5,7,2,48,1,25,29,23,0,4,34,0,33
E33031136,1142,0,0,5,1,1,8,10,86,13,24,9,1,29,17,750,9,160,18,1,0
E33031137,453,0,0,53,0,0,7,12,1,1,14,34,89,113,13,67,0,9,40,0,0
E33031138,207,0,0,96,0,0,5,1,7,24,1,10,3,15,18,13,2,7,3,0,2
E33031139,2021,1,1,12,0,8,67,22,42,31,33,29,27,208,159,819,29,329,203,0,1
E33031140,374,2,1,7,0,0,7,33,41,10,20,8,2,118,10,45,5,0,24,0,41
E33031141,3195,0,0,21,3,1,36,28,2557,32,60,28,5,129,46,201,16,12,20,0,0
E33031142,483,0,0,3,10,3,10,19,21,10,19,11,8,317,16,9,7,12,6,2,0
E33031143,714,2,0,3,11,0,33,30,32,89,16,321,19,65,42,3,6,16,20,6,0
E33031144,308,0,0,5,0,0,2,112,3,40,2,25,0,5,18,89,3,3,1,0,0
E33031145,1317,1,5,63,5,9,51,202,61,55,145,65,28,276,117,70,23,98,38,0,5
E33031146,388,0,0,0,0,0,2,8,3,5,54,3,12,35,13,5,226,19,3,0,0
E33031147,2331,0,0,4,2,2,7,22,8,17,65,26,10,126,177,1782,43,23,16,0,1
E33031148,3197,0,41,32,462,3,49,520,45,71,654,676,23,307,139,26,15,95,36,0,3
E33031149,390,0,0,4,0,0,8,9,1,265,14,10,5,13,10,7,6,6,32,0,0
E33031150,304,0,0,0,0,0,4,6,20,16,4,77,3,89,17,10,28,3,27,0,0
E33031151,480,1,0,6,1,0,10,3,2,20,1,1,1,13,47,340,2,4,27,1,0
E33031152,217,0,0,4,0,0,3,41,22,20,1,1,1,3,4,102,1,3,11,0,0
E33031153,209,1,0,1,0,0,5,21,1,1,22,4,1,123,2,4,16,3,4,0,0
E33031154,2394,0,1,15,1,1,33,15,20,27,17,5,2,22,80,2112,7,12,17,0,7
E33031155,3948,4,0,19,1,3,41,42,51,119,73,11,2,53,69,3116,26,30,283,3,2
E33031156,281,0,0,2,0,0,2,32,2,8,1,0,0,4,29,10,49,1,141,0,0
E33031157,882,0,1,0,0,0,4,4,3,19,7,5,3,16,30,758,5,18,8,0,1
E33031158,1149,0,0,48,1,0,25,27,4,7,343,14,6,75,22,424,19,20,110,1,3
E33031159,2194,0,1,12,11,1,15,13,9,31,28,21,2,42,46,1919,11,16,14,0,2
E33031160,450,0,0,0,0,0,0,15,2,4,12,16,1,21,18,235,4,10,104,6,2
E33031161,363,0,0,4,0,0,44,3,1,61,15,3,48,6,24,24,3,5,122,0,0
E33031162,849,0,0,0,1,0,5,6,3,6,26,7,1,24,12,725,15,7,11,0,0
E33031163,439,2,0,2,0,0,4,56,66,124,7,7,38,6,22,7,19,67,12,0,0
E33031164,329,0,0,7,1,0,0,3,26,6,3,3,0,35,51,174,1,3,16,0,0
E33031165,305,0,0,2,0,1,5,2,4,21,24,0,6,39,10,75,1,1,114,0,0
E33031166,570,0,0,0,2,0,6,20,4,29,51,51,9,109,40,43,19,70,91,0,26
E33031167,291,0,0,0,1,0,8,5,5,8,4,7,1,192,4,12,5,12,9,4,14
E33031168,270,0,0,5,0,0,1,3,0,15,2,1,2,2,3,5,216,3,11,0,1
E33031169,230,0,0,2,0,0,0,5,67,20,18,3,1,18,16,28,3,0,48,0,1
E33031170,400,0,0,0,0,0,4,21,8,36,28,6,0,44,88,7,8,102,47,1,0
E33031171,284,0,0,3,1,1,1,15,1,13,6,11,0,7,2,12,7,38,165,0,1
E33031172,280,0,1,7,0,0,10,52,12,13,8,13,4,21,15,41,7,45,29,2,0
E33031173,398,0,4,0,0,0,2,6,0,260,28,3,3,25,46,2,4,8,7,0,0
E33031174,447,0,0,2,4,0,35,14,60,9,7,73,10,63,110,9,13,15,22,1,0
E33031175,640,0,0,2,0,2,29,7,3,63,18,9,0,248,108,22,8,22,99,0,0
E33031176,216,0,0,4,0,0,5,19,9,19,6,40,6,20,37,10,2,20,12,7,0
E33031177,1382,1,0,18,0,1,16,17,10,38,58,18,4,63,188,855,21,36,9,24,5
E33031178,569,1,0,7,0,0,61,46,27,72,17,71,9,38,131,14,7,58,9,0,1
E33031179,357,0,0,6,0,0,20,22,21,6,64,8,14,64,31,81,6,3,10,0,1
E33031180,477,0,0,2,0,1,6,14,2,10,2,33,13,12,15,10,8,46,303,0,0
E33031181,236,1,0,1,0,0,1,22,2,29,9,6,4,123,9,2,2,1,23,1,0
E33031182,1103,0,0,4,0,0,4,48,11,15,757,4,2,32,15,173,9,18,11,0,0
E33031183,337,0,0,3,0,1,4,53,0,55,23,2,3,163,4,2,2,7,15,0,0
E33031184,146,0,0,0,0,0,0,99,0,4,1,1,0,39,1,0,0,1,0,0,0
E33031185,589,0,0,12,0,0,7,171,0,167,77,3,2,90,8,0,29,9,14,0,0
E33031186,352,0,0,2,18,0,6,49,37,72,46,12,1,68,20,0,6,2,13,0,0
E33031187,262,0,0,4,0,0,1,106,1,9,4,0,1,63,2,0,10,24,37,0,0
E33031188,212,0,0,5,0,0,2,65,0,24,57,2,2,6,2,4,25,4,14,0,0
E33031189,225,0,3,6,1,0,3,27,1,40,19,16,0,21,3,4,17,16,48,0,0
E33031190,1601,0,0,10,0,0,21,67,12,33,461,315,42,353,126,12,36,72,41,0,0
E33031191,277,0,0,15,0,0,2,16,1,3,13,3,4,11,27,6,158,2,16,0,0
E33031192,1354,0,0,5,1,0,7,5,36,19,17,5,24,399,12,794,14,6,9,1,0
E33031193,312,0,0,3,0,0,5,41,4,177,7,0,3,10,9,3,3,36,11,0,0
E33031194,363,0,0,1,0,0,1,13,0,25,40,1,1,255,3,0,6,1,16,0,0
E33031195,305,1,0,2,0,1,5,40,4,67,41,19,2,18,20,45,2,15,23,0,0
E33031196,557,0,0,9,0,0,15,13,24,7,56,11,6,179,7,8,95,35,91,1,0
E33031197,348,0,0,4,0,0,3,4,4,12,63,5,0,91,77,10,49,18,7,0,1
E33031198,3109,0,0,5,1,1,17,44,22,26,49,17,5,457,44,567,36,1779,36,3,0
E33031199,463,0,0,4,0,0,1,21,3,6,158,38,1,78,5,1,4,69,46,27,1
E33031200,274,0,0,3,1,0,4,5,33,2,22,26,5,27,8,37,33,1,64,3,0
E33031201,428,0,0,20,0,1,41,10,1,180,1,4,30,32,20,23,4,25,36,0,0
E33031202,279,0,4,14,2,0,4,14,1,8,1,16,14,16,14,11,109,28,21,2,0
E33031203,1567,1,0,127,0,1,4,1026,11,149,27,7,1,102,15,56,10,15,13,1,1
E33031204,619,0,0,111,0,1,3,20,1,9,2,5,2,111,98,140,2,5,109,0,0
E33031205,1689,0,0,26,0,0,32,52,12,68,101,47,23,344,78,584,108,122,88,0,4
E33031206,339,0,0,0,2,0,5,4,4,6,10,7,2,18,9,10,13,243,5,0,1
E33031207,937,0,1,3,2,0,3,13,10,23,540,8,3,32,54,4,75,92,74,0,0
E33031208,430,0,1,4,1,1,8,89,5,8,14,35,11,75,52,29,14,9,69,3,2
E33031209,3082,0,1,13,2,0,15,2541,76,79,39,45,7,82,55,19,61,12,35,0,0
E33031210,163,1,0,0,0,0,11,4,3,4,4,0,0,12,80,1,37,5,1,0,0
E33031211,887,3,0,11,2,1,54,76,324,91,33,39,5,33,125,35,16,27,10,2,0
E33031212,1777,1,11,29,2,0,19,199,10,70,912,88,5,217,63,35,10,6,98,2,0
E33031213,3013,0,58,15,9,2,25,256,65,43,823,868,5,326,204,164,14,41,95,0,0
E33031214,738,0,0,12,11,0,51,25,13,3,62,64,51,234,78,6,28,22,51,1,26
E33031215,214,0,0,1,1,0,9,14,35,38,4,9,21,24,12,13,3,7,22,1,0
E33031216,1039,0,0,4,0,0,19,316,331,248,12,7,0,12,34,12,10,14,19,1,0
E33031217,399,0,0,0,0,2,9,82,131,50,13,3,4,34,29,3,4,28,7,0,0
E33031218,514,0,0,8,0,2,29,39,6,6,39,78,21,136,52,8,14,7,61,1,7
E33031219,268,0,0,6,1,0,4,8,0,61,4,4,2,32,18,13,4,65,44,1,1
E33031220,346,0,0,6,0,0,9,21,7,23,6,13,15,32,10,37,125,17,20,3,2
E33031221,670,0,0,3,0,1,4,5,5,13,16,7,1,96,23,441,2,17,33,2,1
E33031222,589,1,123,3,1,0,168,3,7,6,10,6,2,55,141,46,5,11,1,0,0
E33031223,558,0,56,3,11,0,4,32,3,80,12,71,2,50,218,5,3,2,6,0,0
E33031224,637,0,0,6,1,1,94,21,104,25,9,39,2,78,21,41,1,5,186,0,3
E33031225,527,0,0,7,1,1,4,143,5,175,2,6,3,154,8,12,0,1,4,0,1
E33031226,567,0,6,16,0,0,5,26,194,23,15,5,2,54,17,114,8,26,56,0,0
E33031227,220,0,0,5,2,1,6,53,38,48,33,1,0,15,1,1,0,3,13,0,0
E33031228,305,0,0,10,0,0,3,28,4,11,102,0,2,102,30,0,2,2,9,0,0
E33031229,414,0,0,26,0,0,1,19,2,3,185,48,5,100,4,3,0,1,17,0,0
E33031230,220,0,0,2,0,0,7,49,0,43,12,13,9,41,9,1,1,9,24,0,0
E33031231,268,0,0,4,0,0,4,37,1,45,8,1,2,63,7,1,4,20,71,0,0
E33031232,251,0,0,6,0,0,6,24,2,36,32,1,0,111,6,0,1,11,15,0,0
E33031233,364,0,1,2,0,0,2,43,3,6,1,230,5,37,17,2,2,4,1,7,1
E33031234,322,0,0,1,1,0,29,13,0,9,3,30,147,61,4,3,3,2,13,3,0
E33031235,373,1,0,0,0,0,12,7,2,47,1,5,10,243,7,0,3,3,8,1,23
E33031236,238,0,0,0,0,0,17,9,3,36,42,6,48,11,9,3,21,6,10,17,0
E33031237,259,0,0,1,1,0,11,10,1,7,5,130,17,35,13,0,2,6,3,1,16
E33031238,308,0,0,3,0,1,1,227,0,6,6,1,0,8,41,1,2,4,6,1,0
E33031239,301,0,0,0,0,0,6,73,8,37,73,13,5,61,16,2,3,1,3,0,0
E33031240,315,0,0,4,0,0,9,111,1,42,39,3,9,28,64,0,0,1,4,0,0
E33031241,348,0,0,6,0,0,2,168,1,20,37,2,9,77,7,4,2,3,9,0,1
E33031242,250,0,0,22,0,0,3,51,0,74,33,11,1,26,18,1,0,0,7,0,3
E33031243,283,0,0,23,0,1,7,60,3,24,50,8,2,71,2,2,4,6,20,0,0
E33031244,857,0,0,15,0,0,3,80,27,6,637,3,5,23,23,3,6,4,22,0,0
E33031245,584,0,0,3,0,0,8,182,1,105,61,37,4,110,39,5,3,6,14,6,0
E33031246,196,0,0,2,0,0,1,14,0,51,4,26,0,67,20,3,3,0,5,0,0
E33031247,269,0,0,2,1,0,0,18,2,3,73,1,8,94,37,0,0,10,20,0,0
